ipv,ips,iaa,ieg,no_av,ida,defasagem,media
9.116666667,7.52,7.5,9.8,3.0,7.9,1,6.5480952381428565
8.783333333,7.52,8.5,6.6,3.0,6.2,1,5.943333333285715
9.006666667,7.52,0.0,7.9,3.0,5.4,1,4.832380952428571
9.283333333,6.27,9.0,9.9,3.0,9.2,1,6.8076190475714276
8.67,2.52,8.5,9.6,3.0,6.4,1,5.67
9.283333333,6.89,8.5,9.3,3.0,9.0,1,6.7104761904285715
8.336666667,6.27,9.0,9.8,3.0,5.5,1,6.129523809571428
8.226666667,7.52,9.0,7.8,3.0,7.1,1,6.235238095285714
7.233333333,7.52,8.5,8.6,3.0,7.5,1,6.193333333285715
8.446666667,6.27,7.3,8.7,3.0,5.2,1,5.702380952428571
9.226666667,6.89,9.5,9.6,3.0,8.2,1,6.773809523857143
8.446666667,6.89,9.0,9.4,3.0,7.0,1,6.390952381
9.283333333,7.52,7.5,9.8,3.0,8.9,1,6.714761904714285
8.446666667,7.52,0.0,7.3,3.0,4.9,1,4.595238095285715
7.836666667,7.52,8.0,8.5,3.0,6.9,0,5.965238095285714
7.613333333,7.52,9.5,8.2,3.0,7.1,1,6.276190476142857
8.893333333,7.52,0.0,8.3,3.0,9.5,0,5.3161904761428564
8.67,3.14,9.0,7.8,3.0,5.8,1,5.4871428571428575
8.06,7.52,9.5,8.4,3.0,3.9,0,5.768571428571428
7.446666667,5.64,0.0,8.3,3.0,9.0,1,4.912380952428571
6.95,7.52,9.0,8.1,3.0,6.1,1,5.952857142857143
8.17,5.64,9.5,9.6,3.0,8.3,1,6.458571428571427
7.063333333,5.02,0.0,8.6,3.0,6.5,1,4.454761904714286
8.17,7.52,8.0,9.5,3.0,8.5,1,6.527142857142857
7.946666667,7.52,9.0,9.4,3.0,6.5,1,6.338095238142857
7.12,7.52,0.0,7.5,3.0,7.6,0,4.677142857142857
7.506666667,7.52,8.0,9.3,3.0,9.4,1,6.5323809524285705
6.396666667,7.52,9.0,8.6,3.0,3.5,1,5.573809523857143
7.89,6.89,9.5,8.8,3.0,5.4,0,5.925714285714285
7.613333333,7.52,10.0,8.4,3.0,6.2,0,6.1047619047142865
7.173333333,6.27,10.0,8.6,3.0,6.9,1,6.134761904714286
8.116666667,6.27,9.0,8.5,3.0,7.3,1,6.169523809571428
9.6375,2.52,9.0,10.0,3.0,9.7,0,6.265357142857143
8.84,2.52,9.5,9.6,3.0,6.0,0,5.637142857142857
8.7125,5.0,9.0,8.6,3.0,6.7,0,5.858928571428572
9.17,2.52,8.0,9.3,3.0,5.9,0,5.412857142857143
9.045,2.52,0.0,8.8,3.0,6.2,1,4.366428571428572
8.71,2.52,6.9,9.0,3.0,6.8,1,5.418571428571428
8.71,5.0,0.0,7.1,3.0,8.3,1,4.7299999999999995
6.885,2.52,5.3,8.7,3.0,3.5,1,4.415
7.8775,2.52,0.0,9.8,3.0,6.0,1,4.313928571428572
8.7525,2.52,8.4,6.4,3.0,6.2,0,5.038928571428571
9.0025,5.0,0.0,9.6,3.0,5.5,1,4.728928571428571
9.7625,2.52,9.0,10.0,3.0,9.7,0,6.283214285714286
9.0075,2.52,9.5,9.7,3.0,7.5,0,5.889642857142857
9.26,5.0,8.5,9.9,3.0,9.5,0,6.451428571428571
8.8775,2.52,9.0,9.7,3.0,8.5,1,6.085357142857142
9.0075,2.52,7.9,7.9,3.0,5.8,0,5.161071428571428
8.3375,2.52,9.5,9.6,3.0,5.0,0,5.4225
8.4225,2.52,0.0,9.7,3.0,7.3,0,4.420357142857143
6.8,2.52,6.4,7.5,3.0,3.6,1,4.402857142857143
8.6725,2.52,6.4,8.6,3.0,7.5,0,5.241785714285714
8.755,2.52,9.0,8.4,3.0,7.4,1,5.725
8.2975,2.52,5.3,6.8,3.0,6.4,1,4.7596428571428575
8.505,2.52,0.0,9.6,3.0,8.9,1,4.789285714285714
7.13,2.52,9.0,8.1,3.0,7.6,1,5.478571428571429
8.13,5.0,7.9,10.0,3.0,1.5,1,5.218571428571429
8.59,2.52,10.0,10.0,3.0,6.5,1,5.944285714285714
8.4225,2.52,9.5,9.5,3.0,5.0,1,5.5632142857142854
8.38,5.0,6.8,10.0,3.0,7.5,0,5.811428571428571
8.59,2.52,9.5,10.0,3.0,7.7,0,5.901428571428572
8.38,2.52,8.4,10.0,3.0,6.8,0,5.5857142857142845
8.7175,2.52,10.0,9.8,3.0,9.3,0,6.191071428571427
8.0075,2.52,10.0,8.7,3.0,4.4,1,5.375357142857142
8.13,2.52,0.0,9.8,3.0,6.7,1,4.45
8.755,2.52,8.5,9.4,3.0,5.7,1,5.553571428571429
8.0475,2.52,10.0,9.5,3.0,5.4,1,5.638214285714285
8.84,2.52,8.5,8.1,3.0,8.6,1,5.7942857142857145
8.2975,2.52,7.9,10.0,3.0,6.6,0,5.473928571428572
8.7975,2.52,9.5,10.0,3.0,7.9,0,5.959642857142856
7.9225,2.52,9.5,9.8,3.0,6.8,1,5.791785714285715
8.3375,2.52,9.0,9.5,3.0,7.0,0,5.6225000000000005
7.88,2.52,9.0,9.6,3.0,9.0,1,6.0
8.255,2.52,9.5,10.0,3.0,8.7,0,5.996428571428571
9.1725,2.52,8.5,9.0,3.0,9.5,1,6.098928571428571
8.2975,2.52,7.8,9.8,3.0,6.9,1,5.616785714285714
8.2975,2.52,7.0,9.3,3.0,9.2,0,5.616785714285713
8.3375,2.52,7.8,9.5,3.0,8.5,0,5.665357142857142
8.005,2.52,0.0,9.8,3.0,5.3,1,4.232142857142858
7.5875,2.52,5.8,9.0,3.0,8.4,0,5.186785714285714
7.92,2.52,10.0,9.7,3.0,9.0,1,6.162857142857143
6.7125,2.52,4.1,9.0,3.0,6.6,1,4.704642857142857
7.0025,5.0,0.0,7.1,3.0,5.6,0,3.9575
6.9175,5.0,8.5,8.5,3.0,6.7,0,5.516785714285715
7.46,5.0,10.0,8.8,3.0,5.7,0,5.70857142857143
7.42,2.52,6.4,9.2,3.0,8.9,1,5.491428571428571
8.0875,2.52,9.5,9.9,3.0,9.6,0,6.086785714285715
7.7525,5.0,9.5,9.8,3.0,8.8,1,6.407500000000001
7.92,5.0,9.0,8.5,3.0,8.2,1,6.088571428571429
7.92,2.52,0.0,8.1,3.0,5.4,1,3.991428571428571
6.96,5.0,9.5,8.6,3.0,5.4,1,5.637142857142857
7.92,2.52,9.5,9.5,3.0,6.4,1,5.691428571428571
7.92,5.0,9.5,8.1,3.0,8.5,1,6.145714285714286
8.34,2.52,9.0,9.6,3.0,5.2,1,5.522857142857143
8.283333333,5.0,10.0,9.2,3.0,7.1,0,6.083333333285715
8.116666667,5.0,0.0,7.2,3.0,5.3,0,4.0880952381428575
7.56,5.0,9.5,9.5,3.0,7.5,0,6.008571428571429
8.673333333,2.52,0.0,9.9,3.0,6.8,1,4.5561904761428575
8.006666667,5.0,9.0,8.7,3.0,5.0,0,5.529523809571428
8.84,2.52,9.5,8.6,3.0,8.5,1,5.994285714285715
8.95,5.0,8.5,8.8,3.0,7.1,0,5.9071428571428575
8.173333333,5.0,6.9,8.2,3.0,8.1,0,5.624761904714285
7.726666667,5.0,10.0,4.1,3.0,4.0,1,4.975238095285714
8.283333333,5.0,0.0,9.9,3.0,7.9,1,5.011904761857143
8.226666667,2.52,8.5,9.6,3.0,5.9,1,5.535238095285714
8.95,5.0,9.0,9.4,3.0,5.6,0,5.8500000000000005
8.95,2.52,0.0,9.1,3.0,6.2,1,4.395714285714286
8.283333333,2.52,9.0,9.1,3.0,7.4,1,5.757619047571429
7.39,2.52,7.4,8.6,3.0,4.7,1,4.944285714285715
8.953333333,2.52,10.0,9.9,3.0,8.7,0,6.153333333285714
8.506666667,5.0,10.0,9.4,3.0,7.4,1,6.329523809571428
9.063333333,2.52,5.7,10.0,3.0,6.4,1,5.383333333285714
8.726666667,2.52,6.4,9.7,3.0,6.2,0,5.220952380999999
8.45,5.0,9.5,9.8,3.0,6.6,1,6.192857142857143
8.393333333,2.52,10.0,8.6,3.0,5.4,1,5.559047618999999
8.673333333,2.52,9.0,8.8,3.0,8.4,1,5.913333333285714
6.946666667,2.52,7.4,8.1,3.0,3.9,1,4.695238095285714
7.84,2.52,0.0,9.7,3.0,8.4,1,4.637142857142857
8.673333333,2.52,0.0,9.0,3.0,6.0,1,4.313333333285714
9.173333333,2.52,0.0,7.2,3.0,5.7,1,4.084761904714286
9.62,5.0,10.0,8.2,3.0,8.9,0,6.388571428571427
8.003333333,5.0,8.5,9.3,3.0,5.1,1,5.700476190428572
6.78,5.0,7.8,9.4,3.0,6.0,1,5.568571428571429
6.0,2.52,0.0,8.4,3.0,4.0,1,3.56
8.783333333,5.0,9.0,9.4,3.0,7.5,1,6.240476190428572
8.283333333,5.0,0.0,9.3,3.0,4.7,1,4.4690476189999995
9.006666667,5.0,9.5,9.7,3.0,6.3,1,6.215238095285713
9.006666667,2.52,7.8,9.8,3.0,6.5,0,5.518095238142856
9.396666667,2.52,8.5,9.6,3.0,7.2,1,5.888095238142858
7.836666667,5.0,10.0,6.4,3.0,3.4,1,5.2338095238571425
8.95,2.52,0.0,8.2,3.0,8.2,1,4.5528571428571425
8.73,5.0,4.6,9.2,3.0,6.8,1,5.475714285714285
8.01,5.0,7.0,7.9,3.0,7.6,1,5.644285714285714
8.893333333,2.52,0.0,8.5,3.0,8.7,1,4.659047619
8.173333333,2.52,0.0,8.9,3.0,5.4,0,3.999047619
8.616666667,2.52,9.5,7.9,3.0,6.3,1,5.5480952381428565
9.566666667,2.52,8.0,8.6,3.0,9.2,1,5.9838095238571425
8.23,7.52,8.5,9.6,3.0,8.7,1,6.6499999999999995
8.616666667,7.52,9.0,9.4,3.0,6.3,1,6.405238095285713
8.56,2.52,9.5,9.0,3.0,5.8,0,5.482857142857142
9.343333333,2.52,8.0,10.0,3.0,8.4,0,5.894761904714286
7.173333333,7.52,0.0,6.0,3.0,5.0,1,4.241904761857143
7.503333333,2.52,7.9,8.9,3.0,6.3,1,5.303333333285714
9.286666667,2.52,10.0,9.5,3.0,8.5,0,6.115238095285714
8.56,2.52,8.5,9.8,3.0,4.9,0,5.325714285714285
7.116666667,2.52,4.0,8.1,3.0,7.3,1,4.719523809571428
7.56,7.52,0.0,8.3,3.0,4.0,0,4.34
7.39,5.0,9.5,9.2,3.0,4.9,1,5.7128571428571435
8.616666667,7.52,9.0,9.3,3.0,7.5,0,6.419523809571428
7.84,7.52,9.0,9.5,3.0,6.8,1,6.38
7.616666667,7.52,6.3,6.3,3.0,3.4,1,5.019523809571429
7.946666667,7.52,9.0,9.6,3.0,7.3,0,6.338095238142857
8.28,7.52,5.3,8.8,3.0,6.0,1,5.7
8.896666667,2.52,10.0,10.0,3.0,7.0,0,5.916666666714286
8.73,2.52,8.4,9.5,3.0,8.0,1,5.878571428571428
7.056666667,6.89,9.5,7.6,3.0,4.5,1,5.649523809571428
7.84,7.52,0.0,8.8,3.0,6.3,1,4.922857142857143
6.89,5.02,7.9,8.3,3.0,6.0,1,5.444285714285714
8.34,3.77,6.3,9.7,3.0,6.5,0,5.372857142857143
8.843333333,2.52,7.5,9.3,3.0,7.8,1,5.709047619000001
8.453333333,3.77,7.3,9.7,3.0,5.9,1,5.589047619
9.676666667,7.52,9.5,9.6,3.0,8.3,0,6.799523809571427
8.223333333,7.52,5.1,7.1,3.0,5.5,1,5.349047618999999
9.84,6.26,0.0,9.9,3.0,8.0,0,5.285714285714286
8.616666667,6.89,0.0,9.3,3.0,6.9,0,4.958095238142858
7.223333333,6.26,6.9,7.5,3.0,5.4,0,5.183333333285715
8.45,3.77,7.9,8.5,3.0,6.8,1,5.631428571428571
7.113333333,7.52,7.3,8.9,3.0,5.3,1,5.733333333285714
7.786666667,7.52,9.5,8.0,3.0,3.0,1,5.686666666714286
7.446666667,7.52,10.0,9.5,3.0,7.3,1,6.538095238142857
7.836666667,6.89,0.0,7.7,3.0,6.5,0,4.560952381
7.613333333,4.39,9.0,9.2,3.0,6.5,1,5.8147619047142864
7.613333333,7.52,8.5,7.2,3.0,4.8,1,5.6619047618571425
8.563333333,7.52,9.0,9.1,3.0,8.6,1,6.683333333285715
7.613333333,7.52,6.3,8.0,3.0,6.6,1,5.719047619
7.78,2.52,0.0,8.9,3.0,7.0,0,4.171428571428572
7.613333333,2.52,7.5,4.7,3.0,3.4,1,4.247619047571428
6.783333333,5.02,0.0,6.6,3.0,6.8,1,4.171904761857143
7.78,7.52,8.0,8.4,3.0,4.7,1,5.771428571428572
6.95,7.52,4.7,7.9,3.0,4.0,0,4.867142857142857
8.116666667,3.77,9.0,7.1,3.0,9.0,0,5.712380952428572
7.503333333,7.52,6.8,8.4,3.0,6.2,1,5.774761904714286
9.01,5.02,8.5,9.9,3.0,6.9,0,6.047142857142857
7.503333333,5.02,9.5,7.3,3.0,3.5,1,5.260476190428571
7.503333333,6.27,0.0,9.2,3.0,7.8,0,4.824761904714285
7.503333333,7.52,8.5,8.4,3.0,7.3,0,6.031904761857143
9.286666667,5.02,7.9,9.9,3.0,9.1,1,6.458095238142858
7.503333333,6.27,10.0,6.3,3.0,5.8,1,5.696190476142857
9.343333333,6.27,9.5,10.0,3.0,6.5,0,6.373333333285714
7.56,3.76,8.0,9.7,3.0,6.8,0,5.5457142857142845
7.95,5.02,0.0,9.2,3.0,6.2,1,4.624285714285714
6.78,6.27,0.0,6.4,3.0,7.0,1,4.3500000000000005
8.783333333,7.52,10.0,8.9,3.0,8.4,1,6.80047619042857
9.896666667,4.39,8.5,9.5,3.0,8.9,1,6.455238095285714
7.896666667,7.52,0.0,9.4,3.0,7.2,0,5.002380952428572
8.836666667,3.77,9.0,9.3,3.0,6.5,1,5.915238095285714
7.95,3.77,0.0,8.2,3.0,9.3,0,4.602857142857142
7.723333333,2.52,6.8,8.1,3.0,6.6,1,5.106190476142857
9.06,6.27,0.0,9.8,3.0,7.9,1,5.29
9.953333333,4.39,0.0,8.3,3.0,9.9,1,5.220476190428571
8.896666667,7.52,7.4,9.9,3.0,8.3,1,6.573809523857142
7.173333333,7.52,0.0,8.9,3.0,7.3,1,4.9847619047142855
8.73,7.52,8.5,10.0,3.0,8.2,1,6.707142857142857
7.503333333,7.52,10.0,5.6,3.0,5.9,1,5.789047619
8.616666667,3.77,7.3,7.9,3.0,7.4,1,5.569523809571429
8.563333333,5.64,4.7,9.1,3.0,7.4,0,5.486190476142857
7.286666667,6.27,1.7,8.1,3.0,7.2,1,4.936666666714286
9.843333333,6.27,9.5,9.8,3.0,6.5,0,6.416190476142857
8.566666667,6.27,9.0,9.2,3.0,9.3,1,6.619523809571429
7.79,5.64,8.5,9.1,3.0,5.3,0,5.618571428571428
7.62,7.52,4.7,8.7,3.0,7.3,0,5.548571428571428
8.176666667,6.89,8.0,8.8,3.0,8.4,1,6.323809523857143
7.113333333,7.52,9.0,8.8,3.0,5.9,1,6.047619047571429
7.62,6.27,7.4,8.1,3.0,6.3,0,5.527142857142857
8.343333333,7.52,9.0,10.0,3.0,10.0,0,6.837619047571429
9.173333333,6.27,9.5,9.2,3.0,6.5,0,6.2347619047142855
9.173333333,7.52,9.5,9.5,3.0,6.1,0,6.399047619
9.673333333,2.52,8.0,9.6,3.0,7.8,0,5.7990476189999995
6.72,6.27,6.8,7.6,3.0,6.7,1,5.441428571428572
8.45,6.27,8.5,8.8,3.0,7.8,1,6.259999999999999
7.333333333,6.27,9.0,8.5,3.0,6.9,1,6.000476190428571
8.95,3.77,6.2,9.2,3.0,7.6,0,5.531428571428571
9.51,7.52,10.0,9.6,3.0,8.1,1,6.961428571428572
9.62,7.52,9.5,9.1,3.0,7.1,0,6.548571428571429
7.836666667,6.89,9.0,6.9,3.0,5.2,1,5.689523809571429
6.106666667,7.52,0.0,7.8,3.0,4.4,1,4.260952381
5.55,7.52,0.0,7.0,3.0,3.3,1,3.91
7.45,6.89,8.0,8.7,3.0,3.4,1,5.491428571428571
7.06,7.52,8.5,7.8,3.0,5.0,0,5.554285714285713
9.343333333,7.52,9.5,8.7,3.0,7.0,0,6.437619047571429
6.216666667,7.52,9.5,6.4,3.0,5.3,1,5.562380952428571
9.76,3.14,9.6,9.4,4.0,8.2,0,6.299999999999999
8.9225,7.52,8.8,9.4,4.0,6.4,0,6.434642857142856
6.2075,6.26,8.8,7.0,4.0,5.3,1,5.509642857142857
5.8275,6.89,9.6,7.2,4.0,3.3,1,5.402499999999999
9.175,8.76,9.2,8.4,4.0,6.8,1,6.762142857142857
8.505,7.51,9.2,7.6,4.0,8.5,1,6.616428571428571
8.0025,5.02,0.0,9.4,4.0,8.0,0,4.9174999999999995
7.17,6.26,9.2,8.1,4.0,7.2,0,5.99
8.63,4.39,0.0,9.5,4.0,7.8,0,4.902857142857143
6.965,6.26,9.6,8.8,4.0,3.7,1,5.760714285714286
6.7975,2.52,9.6,8.6,4.0,5.2,0,5.245357142857143
7.4625,5.63,9.6,7.5,4.0,6.9,0,5.870357142857143
7.5425,7.52,0.0,8.5,4.0,7.2,0,4.966071428571429
6.9225,6.26,9.2,7.2,4.0,5.7,1,5.754642857142857
7.0075,6.26,8.3,8.3,4.0,6.7,1,5.938214285714287
7.1725,6.26,8.8,6.8,4.0,4.6,1,5.518928571428572
7.255,6.89,0.0,7.5,4.0,5.1,1,4.534999999999999
7.84,8.14,0.0,9.4,4.0,6.2,0,5.082857142857144
7.2125,3.77,7.9,8.6,4.0,5.7,0,5.3117857142857146
8.1725,2.52,8.3,9.8,4.0,7.2,1,5.85607142857143
7.835,2.52,9.2,9.8,4.0,6.7,1,5.865000000000001
7.545,2.52,7.5,9.5,4.0,8.3,0,5.623571428571428
6.5025,2.52,9.2,8.5,4.0,3.4,0,4.874642857142858
7.585,5.0,0.0,9.4,4.0,6.8,1,4.826428571428571
7.38,5.0,9.6,9.0,4.0,5.0,1,5.854285714285714
8.255,2.52,9.6,9.2,4.0,5.8,0,5.625
7.4225,2.52,0.0,7.3,4.0,4.3,0,3.6489285714285713
8.38,7.52,8.3,9.1,4.0,6.7,0,6.2857142857142865
8.255,7.52,0.0,8.9,4.0,7.1,0,5.110714285714286
8.67,2.52,8.8,9.9,4.0,8.4,0,6.041428571428571
8.63,7.52,7.9,10.0,4.0,7.2,1,6.607142857142857
8.795,2.52,7.9,9.7,4.0,7.7,1,5.945
8.505,7.52,7.5,8.6,4.0,6.6,1,6.246428571428572
8.255,2.52,7.5,9.9,4.0,6.9,0,5.582142857142856
7.9575,2.52,7.9,9.5,4.0,5.7,1,5.511071428571428
7.7925,2.52,6.7,9.5,4.0,7.3,0,5.401785714285714
5.595,2.52,6.7,8.0,4.0,5.6,0,4.630714285714285
7.67,5.63,9.6,9.3,4.0,5.1,0,5.9
6.545,5.0,0.0,8.2,4.0,4.9,1,4.234999999999999
6.5425,2.52,0.0,6.4,4.0,4.5,1,3.5660714285714286
8.625,5.63,0.0,9.3,4.0,8.3,0,5.122142857142857
7.7925,2.52,8.8,8.7,4.0,5.9,0,5.3875
8.2925,5.63,9.2,9.2,4.0,8.0,1,6.4746428571428565
7.7925,2.52,8.3,9.2,4.0,5.3,0,5.301785714285714
7.34,2.52,0.0,7.7,4.0,6.7,1,4.18
7.0075,2.52,0.0,6.8,4.0,3.0,1,3.475357142857143
7.835,5.63,0.0,7.4,4.0,4.2,1,4.295
7.9175,5.63,8.8,8.3,4.0,5.4,0,5.721071428571428
7.6275,5.0,9.6,7.6,4.0,4.8,0,5.5182142857142855
7.1725,7.52,0.0,4.5,4.0,3.8,1,3.9989285714285714
7.2975,7.52,10.0,7.5,4.0,4.5,0,5.831071428571428
7.0875,7.52,0.0,7.5,4.0,5.1,0,4.458214285714286
6.84,6.89,0.0,8.4,4.0,3.9,1,4.432857142857143
7.505,6.89,8.8,9.0,4.0,5.8,0,5.999285714285714
7.1725,6.26,0.0,9.4,4.0,5.2,1,4.718928571428572
7.5,3.14,9.2,8.8,4.0,6.5,0,5.591428571428572
7.335,2.52,0.0,9.1,4.0,7.3,0,4.322142857142857
7.0025,6.26,9.2,8.8,4.0,5.7,1,5.994642857142858
6.6325,2.52,9.2,7.0,4.0,3.3,1,4.807499999999999
7.4175,7.52,9.2,9.9,4.0,6.1,0,6.305357142857143
7.005,2.52,7.9,8.8,4.0,4.8,0,5.003571428571428
7.34,2.52,7.5,8.6,4.0,4.3,1,5.0371428571428565
7.585,2.52,7.9,7.5,4.0,3.5,0,4.715000000000001
7.1325,2.52,5.8,6.6,4.0,3.1,0,4.164642857142858
7.17,2.52,9.6,9.5,4.0,4.6,1,5.484285714285714
7.2575,2.52,9.6,8.7,4.0,2.7,0,4.968214285714287
8.63,2.52,6.3,8.1,4.0,6.3,0,5.121428571428571
7.9175,2.52,9.2,8.6,4.0,6.0,0,5.4624999999999995
7.9175,2.52,9.6,8.4,4.0,5.4,1,5.548214285714286
7.795,2.52,9.2,5.4,4.0,4.0,0,4.702142857142857
7.7525,2.52,9.6,8.6,4.0,5.5,1,5.567500000000001
7.38,2.52,9.2,7.7,4.0,3.0,1,4.971428571428571
8.17,2.52,7.5,9.4,4.0,8.5,0,5.727142857142857
8.1275,7.52,0.0,7.6,4.0,5.8,0,4.721071428571428
6.5875,2.52,5.0,7.5,4.0,4.5,1,4.443928571428572
7.5425,3.14,6.3,9.2,4.0,5.2,1,5.1975
6.715,6.27,8.3,6.0,4.0,3.4,1,5.097857142857143
7.7525,3.77,8.3,8.5,4.0,6.0,0,5.474642857142858
7.71,5.0,8.8,9.2,4.0,4.9,1,5.801428571428572
6.7575,5.0,0.0,7.8,4.0,3.3,1,3.9796428571428573
7.505,2.52,7.9,7.0,4.0,4.1,0,4.7178571428571425
7.2975,2.52,6.7,7.3,4.0,4.4,0,4.6025
6.0425,7.52,8.8,5.8,4.0,4.9,1,5.4375
7.5425,7.52,6.2,9.0,4.0,6.6,0,5.8375
7.585,2.52,8.8,8.9,4.0,6.2,0,5.429285714285714
7.375,2.52,9.2,9.0,4.0,4.1,1,5.313571428571429
7.585,7.52,0.0,9.5,4.0,6.5,0,5.015000000000001
7.8325,7.52,7.1,8.2,4.0,3.7,0,5.478928571428573
7.75,7.52,8.8,9.3,4.0,7.2,1,6.510000000000001
7.6275,2.52,7.9,7.4,4.0,5.0,1,5.063928571428571
8.125,6.27,0.0,9.0,4.0,5.0,0,4.627857142857143
8.3375,2.52,9.2,9.8,4.0,7.6,0,5.9225
8.2125,7.52,5.4,9.7,4.0,7.8,0,6.090357142857142
7.75,7.52,0.0,8.9,4.0,5.2,1,4.910000000000001
8.045,2.52,8.8,10.0,4.0,8.1,0,5.923571428571429
7.875,2.52,6.7,9.5,4.0,7.6,0,5.456428571428572
8.17,2.52,9.2,9.9,4.0,7.3,0,5.869999999999999
7.5,7.52,9.6,8.6,4.0,7.3,1,6.502857142857143
8.3775,2.52,9.2,9.9,4.0,7.5,0,5.928214285714285
7.5425,5.0,5.4,7.6,4.0,5.0,1,5.077500000000001
7.75,2.52,9.2,9.3,4.0,6.4,1,5.7385714285714275
7.545,2.52,9.2,7.5,4.0,4.8,0,5.0807142857142855
7.2925,5.0,9.2,9.1,4.0,7.3,0,5.984642857142857
8.0425,2.52,8.8,9.0,4.0,5.2,1,5.508928571428571
7.05,7.52,0.0,7.3,4.0,5.1,1,4.567142857142857
7.96,2.52,8.3,9.3,4.0,5.3,0,5.339999999999999
7.9175,7.52,8.3,9.6,4.0,4.8,1,6.1625
7.9625,2.52,8.8,7.6,4.0,3.8,1,5.097499999999999
7.7925,2.52,8.8,9.9,4.0,6.4,0,5.630357142857143
7.7925,2.52,6.7,8.1,4.0,6.5,0,5.0874999999999995
8.165,2.52,7.9,8.2,4.0,4.7,0,5.069285714285714
8.0425,2.52,8.3,9.5,4.0,7.2,0,5.651785714285714
7.8375,5.0,0.0,6.8,4.0,6.3,1,4.419642857142857
6.88,2.52,9.2,7.3,4.0,4.2,0,4.871428571428572
7.045,2.52,0.0,8.8,4.0,3.5,0,3.6950000000000003
7.2125,5.0,9.2,9.4,4.0,4.8,1,5.801785714285714
7.835,5.0,0.0,8.8,4.0,5.7,1,4.619285714285715
8.045,7.52,7.5,8.6,4.0,8.1,0,6.252142857142857
7.46,7.52,0.0,6.5,4.0,6.3,1,4.682857142857143
7.5025,7.52,8.3,9.5,4.0,6.8,1,6.374642857142858
7.88,7.52,6.7,9.3,4.0,8.3,0,6.242857142857143
7.835,7.52,0.0,8.2,4.0,6.2,0,4.8221428571428575
8.125,2.52,7.1,7.5,4.0,7.6,1,5.406428571428571
5.54,5.0,0.0,7.5,4.0,2.6,1,3.662857142857143
6.4575,5.0,0.0,7.9,4.0,4.7,0,4.008214285714286
7.6725,2.52,8.8,8.9,4.0,7.2,1,5.7275
8.0025,5.0,7.5,9.5,4.0,6.3,1,5.900357142857142
6.2475,7.52,9.6,6.9,4.0,3.8,1,5.581071428571428
6.5775,7.52,8.8,7.7,4.0,5.9,1,5.928214285714285
8.88,5.0,7.9,8.4,4.0,8.7,1,6.268571428571428
6.8425,7.52,7.1,7.2,4.0,7.0,0,5.666071428571428
6.5825,5.0,10.0,8.1,4.0,2.7,1,5.340357142857143
9.0025,2.52,9.6,9.5,4.0,8.0,0,6.088928571428572
8.42,2.52,7.9,8.7,4.0,5.9,0,5.348571428571428
8.17,2.52,8.3,9.4,4.0,6.5,0,5.555714285714286
8.46,2.52,8.3,7.8,4.0,6.7,1,5.54
8.92,2.52,9.2,9.4,4.0,8.0,0,6.005714285714285
8.2525,2.52,9.6,8.3,4.0,6.8,0,5.638928571428571
8.79,2.52,7.1,9.2,4.0,6.0,0,5.372857142857143
8.2125,2.52,7.9,9.0,4.0,6.2,0,5.404642857142858
8.71,2.52,9.6,9.4,4.0,7.1,0,5.904285714285714
8.46,2.52,8.3,9.8,4.0,7.2,0,5.7542857142857144
8.42,2.52,9.2,9.8,4.0,7.8,0,5.962857142857142
8.46,2.52,7.5,9.7,4.0,6.9,0,5.582857142857143
8.3775,2.52,7.9,9.4,4.0,6.5,0,5.528214285714285
8.4625,2.52,0.0,9.7,4.0,7.8,0,4.640357142857142
8.1225,2.52,8.8,9.7,4.0,6.0,0,5.591785714285714
8.5025,2.52,8.3,8.6,4.0,5.6,1,5.503214285714286
8.3375,2.52,9.2,8.7,4.0,6.8,1,5.79392857142857
7.3775,5.0,8.8,6.2,4.0,6.5,1,5.553928571428571
8.5025,7.52,7.9,9.5,4.0,7.1,0,6.360357142857143
7.17,2.52,9.6,4.5,4.0,4.3,1,4.727142857142857
7.6275,2.52,8.3,5.3,4.0,6.3,1,5.006785714285714
8.045,2.52,8.8,7.9,4.0,7.1,0,5.480714285714286
9.17,7.52,8.3,9.3,4.0,8.2,0,6.641428571428571
8.88,2.52,10.0,9.9,4.0,7.2,0,6.071428571428571
7.7125,2.52,8.8,6.6,4.0,6.9,0,5.218928571428571
8.2125,2.52,8.8,9.3,4.0,5.7,1,5.6475
7.2925,2.52,8.8,4.2,4.0,4.7,1,4.644642857142857
7.17,4.38,9.6,8.1,4.0,5.0,1,5.607142857142857
7.88,2.52,0.0,6.7,4.0,6.7,1,4.114285714285715
7.5475,2.52,8.8,7.6,4.0,6.1,0,5.223928571428572
8.005,2.52,8.8,7.9,4.0,5.9,1,5.446428571428571
7.7125,5.0,8.3,9.5,4.0,5.4,1,5.8446428571428575
7.3375,2.52,8.8,8.3,4.0,4.8,0,5.108214285714285
7.2125,2.52,7.5,6.3,4.0,4.2,1,4.676071428571428
7.09,4.38,9.6,7.6,4.0,6.6,1,5.752857142857144
6.7575,2.52,7.5,8.7,4.0,5.3,1,5.111071428571428
8.96,2.52,8.3,9.5,4.0,6.7,1,5.854285714285715
7.46,5.63,0.0,7.0,4.0,4.5,1,4.227142857142857
6.9175,2.52,7.1,6.7,4.0,4.8,0,4.576785714285714
